Average Removal Rate: 1.75%
Average Total Lines: 14081.80
Total Lines Across All Files: 7843565
Average Characters per Line Across All Files: 26.55

File Statistics (Lines Removed, Total Lines, Avg Characters per Line):
paper_448.txt: 1.41% removed, 3542 total lines, 31.87 avg chars/line
paper_590.txt: 0.59% removed, 8473 total lines, 27.01 avg chars/line
paper_531.txt: 8.31% removed, 2864 total lines, 33.15 avg chars/line
paper_343.txt: 5.05% removed, 2417 total lines, 178.99 avg chars/line
paper_710.txt: 2.56% removed, 12997 total lines, 42.46 avg chars/line
paper_364.txt: 0.00% removed, 187 total lines, 6.58 avg chars/line
paper_152.txt: 0.93% removed, 25357 total lines, 19.30 avg chars/line
paper_637.txt: 0.52% removed, 10564 total lines, 24.69 avg chars/line
paper_680.txt: 2.93% removed, 8095 total lines, 25.36 avg chars/line
paper_290.txt: 0.86% removed, 31096 total lines, 20.18 avg chars/line
paper_672.txt: 7.38% removed, 11767 total lines, 36.82 avg chars/line
paper_606.txt: 1.76% removed, 4554 total lines, 41.77 avg chars/line
paper_352.txt: 0.85% removed, 9757 total lines, 50.95 avg chars/line
paper_284.txt: 7.38% removed, 11767 total lines, 36.82 avg chars/line
paper_15.txt: 0.49% removed, 12741 total lines, 13.67 avg chars/line
paper_485.txt: 1.47% removed, 20245 total lines, 32.76 avg chars/line
paper_250.txt: 4.80% removed, 15109 total lines, 31.71 avg chars/line
paper_300.txt: 1.40% removed, 44682 total lines, 12.62 avg chars/line
paper_545.txt: 0.85% removed, 15448 total lines, 11.32 avg chars/line
paper_481.txt: 1.17% removed, 4277 total lines, 36.29 avg chars/line
paper_95.txt: 0.81% removed, 19817 total lines, 22.70 avg chars/line
paper_180.txt: 2.34% removed, 2437 total lines, 28.84 avg chars/line
paper_687.txt: 0.00% removed, 229 total lines, 6.29 avg chars/line
paper_707.txt: 3.95% removed, 14013 total lines, 28.56 avg chars/line
paper_91.txt: 7.69% removed, 4385 total lines, 39.70 avg chars/line
paper_363.txt: 0.52% removed, 9587 total lines, 37.40 avg chars/line
paper_308.txt: 0.90% removed, 5551 total lines, 42.14 avg chars/line
paper_472.txt: 1.16% removed, 11188 total lines, 38.94 avg chars/line
paper_40.txt: 5.57% removed, 9025 total lines, 32.13 avg chars/line
paper_560.txt: 3.66% removed, 5116 total lines, 42.58 avg chars/line
paper_37.txt: 1.09% removed, 17828 total lines, 26.88 avg chars/line
paper_39.txt: 5.24% removed, 18066 total lines, 39.09 avg chars/line
paper_573.txt: 0.27% removed, 57290 total lines, 4.61 avg chars/line
paper_474.txt: 0.78% removed, 6802 total lines, 26.58 avg chars/line
paper_21.txt: 1.19% removed, 27738 total lines, 31.20 avg chars/line
paper_514.txt: 3.66% removed, 5116 total lines, 42.58 avg chars/line
paper_254.txt: 1.75% removed, 28217 total lines, 18.43 avg chars/line
paper_79.txt: 1.08% removed, 21768 total lines, 31.77 avg chars/line
paper_581.txt: 0.52% removed, 21352 total lines, 19.73 avg chars/line
paper_655.txt: 0.52% removed, 23961 total lines, 13.86 avg chars/line
paper_298.txt: 1.38% removed, 9029 total lines, 25.14 avg chars/line
paper_452.txt: 0.61% removed, 8247 total lines, 13.32 avg chars/line
paper_130.txt: 0.00% removed, 12307 total lines, 34.26 avg chars/line
paper_708.txt: 8.28% removed, 13096 total lines, 42.38 avg chars/line
paper_511.txt: 2.17% removed, 17255 total lines, 28.96 avg chars/line
paper_191.txt: 2.44% removed, 18136 total lines, 31.68 avg chars/line
paper_29.txt: 1.05% removed, 13339 total lines, 22.02 avg chars/line
paper_257.txt: 0.61% removed, 17770 total lines, 23.38 avg chars/line
paper_285.txt: 0.00% removed, 1 total lines, 182.00 avg chars/line
paper_58.txt: 6.42% removed, 6433 total lines, 29.35 avg chars/line
paper_717.txt: 0.55% removed, 9240 total lines, 20.81 avg chars/line
paper_393.txt: 0.85% removed, 9757 total lines, 50.95 avg chars/line
paper_695.txt: 2.46% removed, 6475 total lines, 35.02 avg chars/line
paper_615.txt: 2.03% removed, 6552 total lines, 31.50 avg chars/line
paper_76.txt: 1.96% removed, 24032 total lines, 28.49 avg chars/line
paper_598.txt: 4.97% removed, 10792 total lines, 30.31 avg chars/line
paper_726.txt: 0.49% removed, 12741 total lines, 13.67 avg chars/line
paper_276.txt: 2.35% removed, 6174 total lines, 36.42 avg chars/line
paper_568.txt: 2.44% removed, 18136 total lines, 31.68 avg chars/line
paper_530.txt: 1.96% removed, 24032 total lines, 28.49 avg chars/line
paper_225.txt: 7.72% removed, 15873 total lines, 38.37 avg chars/line
paper_689.txt: 5.74% removed, 10243 total lines, 42.55 avg chars/line
paper_239.txt: 0.61% removed, 8247 total lines, 13.32 avg chars/line
paper_350.txt: 9.27% removed, 1014 total lines, 9.21 avg chars/line
paper_720.txt: 1.05% removed, 9739 total lines, 32.27 avg chars/line
paper_123.txt: 1.99% removed, 18499 total lines, 12.62 avg chars/line
paper_14.txt: 3.91% removed, 20369 total lines, 31.20 avg chars/line
paper_111.txt: 0.49% removed, 12741 total lines, 13.67 avg chars/line
paper_517.txt: 5.98% removed, 10009 total lines, 36.71 avg chars/line
paper_502.txt: 9.51% removed, 13812 total lines, 30.73 avg chars/line
paper_25.txt: 0.92% removed, 35680 total lines, 24.92 avg chars/line
paper_355.txt: 0.52% removed, 21352 total lines, 19.73 avg chars/line
paper_592.txt: 3.43% removed, 16186 total lines, 24.71 avg chars/line
paper_219.txt: 1.88% removed, 5751 total lines, 27.18 avg chars/line
paper_741.txt: 1.11% removed, 9101 total lines, 36.53 avg chars/line
paper_94.txt: 1.38% removed, 6790 total lines, 44.20 avg chars/line
paper_190.txt: 1.38% removed, 8117 total lines, 31.70 avg chars/line
paper_41.txt: 0.90% removed, 25575 total lines, 24.87 avg chars/line
paper_371.txt: 1.80% removed, 21023 total lines, 25.25 avg chars/line
paper_505.txt: 0.95% removed, 20796 total lines, 18.45 avg chars/line
paper_643.txt: 1.85% removed, 3081 total lines, 47.83 avg chars/line
paper_28.txt: 1.76% removed, 4554 total lines, 41.77 avg chars/line
paper_439.txt: 0.63% removed, 25204 total lines, 30.92 avg chars/line
paper_564.txt: 0.99% removed, 22302 total lines, 26.76 avg chars/line
paper_78.txt: 2.94% removed, 8639 total lines, 26.81 avg chars/line
paper_663.txt: 1.28% removed, 11617 total lines, 34.73 avg chars/line
paper_543.txt: 0.62% removed, 7680 total lines, 40.94 avg chars/line
paper_540.txt: 1.11% removed, 19386 total lines, 36.85 avg chars/line
paper_702.txt: 1.20% removed, 6945 total lines, 52.77 avg chars/line
paper_51.txt: 5.98% removed, 10009 total lines, 36.71 avg chars/line
paper_567.txt: 1.35% removed, 8285 total lines, 31.13 avg chars/line
paper_670.txt: 2.02% removed, 12375 total lines, 27.83 avg chars/line
paper_599.txt: 1.96% removed, 24032 total lines, 28.49 avg chars/line
paper_570.txt: 1.33% removed, 25419 total lines, 16.06 avg chars/line
paper_252.txt: 2.56% removed, 15107 total lines, 35.88 avg chars/line
paper_409.txt: 1.34% removed, 8051 total lines, 40.51 avg chars/line
paper_23.txt: 2.35% removed, 10504 total lines, 39.60 avg chars/line
paper_508.txt: 0.11% removed, 50262 total lines, 14.82 avg chars/line
paper_610.txt: 0.39% removed, 14340 total lines, 27.75 avg chars/line
paper_256.txt: 1.75% removed, 28217 total lines, 18.43 avg chars/line
paper_499.txt: 0.63% removed, 25195 total lines, 23.58 avg chars/line
paper_375.txt: 2.04% removed, 12331 total lines, 20.87 avg chars/line
paper_652.txt: 1.57% removed, 22158 total lines, 19.82 avg chars/line
paper_129.txt: 1.79% removed, 9794 total lines, 42.11 avg chars/line
paper_744.txt: 2.03% removed, 13188 total lines, 27.03 avg chars/line
paper_418.txt: 1.41% removed, 3542 total lines, 31.87 avg chars/line
paper_480.txt: 6.42% removed, 6433 total lines, 29.35 avg chars/line
paper_734.txt: 0.85% removed, 9757 total lines, 50.95 avg chars/line
paper_551.txt: 1.88% removed, 8673 total lines, 23.88 avg chars/line
paper_587.txt: 0.00% removed, 1 total lines, 180.00 avg chars/line
paper_224.txt: 2.92% removed, 23847 total lines, 25.04 avg chars/line
paper_328.txt: 2.02% removed, 9123 total lines, 34.75 avg chars/line
paper_338.txt: 0.00% removed, 271 total lines, 5.03 avg chars/line
paper_500.txt: 1.29% removed, 12063 total lines, 27.91 avg chars/line
paper_138.txt: 1.08% removed, 21768 total lines, 31.77 avg chars/line
paper_255.txt: 0.15% removed, 76199 total lines, 30.31 avg chars/line
paper_421.txt: 1.03% removed, 21029 total lines, 26.06 avg chars/line
paper_414.txt: 2.71% removed, 6962 total lines, 30.52 avg chars/line
paper_340.txt: 1.84% removed, 10625 total lines, 36.28 avg chars/line
paper_220.txt: 0.15% removed, 76199 total lines, 30.31 avg chars/line
paper_681.txt: 0.81% removed, 7501 total lines, 29.65 avg chars/line
paper_274.txt: 0.41% removed, 12173 total lines, 35.89 avg chars/line
paper_613.txt: 6.76% removed, 9100 total lines, 34.32 avg chars/line
paper_686.txt: 3.08% removed, 4645 total lines, 40.10 avg chars/line
paper_377.txt: 0.93% removed, 21481 total lines, 30.51 avg chars/line
paper_685.txt: 3.00% removed, 19246 total lines, 22.71 avg chars/line
paper_237.txt: 1.36% removed, 18148 total lines, 36.81 avg chars/line
paper_603.txt: 5.07% removed, 4396 total lines, 50.76 avg chars/line
paper_631.txt: 2.07% removed, 9429 total lines, 32.38 avg chars/line
paper_349.txt: 0.11% removed, 50262 total lines, 14.82 avg chars/line
paper_576.txt: 0.63% removed, 23758 total lines, 20.75 avg chars/line
paper_435.txt: 0.54% removed, 9683 total lines, 30.19 avg chars/line
paper_634.txt: 0.00% removed, 1 total lines, 372.00 avg chars/line
paper_430.txt: 1.62% removed, 4948 total lines, 27.81 avg chars/line
paper_678.txt: 4.69% removed, 4519 total lines, 40.84 avg chars/line
paper_443.txt: 2.02% removed, 12375 total lines, 27.83 avg chars/line
paper_36.txt: 1.36% removed, 9918 total lines, 19.83 avg chars/line
paper_657.txt: 0.52% removed, 9647 total lines, 41.21 avg chars/line
paper_692.txt: 6.23% removed, 13121 total lines, 33.09 avg chars/line
paper_374.txt: 0.59% removed, 8473 total lines, 27.01 avg chars/line
paper_362.txt: 0.39% removed, 14340 total lines, 27.75 avg chars/line
paper_562.txt: 1.88% removed, 8673 total lines, 23.88 avg chars/line
paper_201.txt: 0.48% removed, 18503 total lines, 17.84 avg chars/line
paper_158.txt: 2.06% removed, 4457 total lines, 44.42 avg chars/line
paper_382.txt: 0.25% removed, 19617 total lines, 22.37 avg chars/line
paper_5.txt: 1.44% removed, 19534 total lines, 28.14 avg chars/line
paper_729.txt: 0.00% removed, 1 total lines, 521.00 avg chars/line
paper_506.txt: 1.64% removed, 37568 total lines, 12.44 avg chars/line
paper_102.txt: 0.00% removed, 105 total lines, 15.47 avg chars/line
paper_73.txt: 2.94% removed, 8639 total lines, 26.81 avg chars/line
paper_431.txt: 3.08% removed, 4645 total lines, 40.10 avg chars/line
paper_74.txt: 0.56% removed, 11637 total lines, 23.27 avg chars/line
paper_171.txt: 4.04% removed, 7111 total lines, 30.64 avg chars/line
paper_177.txt: 2.11% removed, 13428 total lines, 27.99 avg chars/line
paper_283.txt: 0.40% removed, 23084 total lines, 14.91 avg chars/line
paper_167.txt: 5.51% removed, 9324 total lines, 26.01 avg chars/line
paper_336.txt: 1.03% removed, 14516 total lines, 26.82 avg chars/line
paper_59.txt: 4.48% removed, 11283 total lines, 27.65 avg chars/line
paper_346.txt: 1.57% removed, 13338 total lines, 35.65 avg chars/line
paper_417.txt: 7.13% removed, 5061 total lines, 19.71 avg chars/line
paper_438.txt: 0.00% removed, 187 total lines, 6.58 avg chars/line
paper_419.txt: 1.68% removed, 20728 total lines, 36.96 avg chars/line
paper_26.txt: 0.98% removed, 7625 total lines, 26.18 avg chars/line
paper_554.txt: 3.19% removed, 8519 total lines, 41.65 avg chars/line
paper_332.txt: 0.62% removed, 7680 total lines, 40.94 avg chars/line
paper_170.txt: 0.57% removed, 16584 total lines, 33.10 avg chars/line
paper_253.txt: 3.91% removed, 20369 total lines, 31.20 avg chars/line
paper_420.txt: 1.35% removed, 12840 total lines, 27.57 avg chars/line
paper_688.txt: 1.36% removed, 9918 total lines, 19.83 avg chars/line
paper_738.txt: 2.60% removed, 12278 total lines, 33.27 avg chars/line
paper_682.txt: 6.48% removed, 10817 total lines, 38.15 avg chars/line
paper_339.txt: 1.11% removed, 9101 total lines, 36.53 avg chars/line
paper_510.txt: 2.16% removed, 5006 total lines, 34.43 avg chars/line
paper_593.txt: 4.16% removed, 7985 total lines, 26.86 avg chars/line
paper_578.txt: 0.55% removed, 20832 total lines, 25.48 avg chars/line
paper_428.txt: 0.68% removed, 26126 total lines, 23.42 avg chars/line
paper_640.txt: 0.52% removed, 9647 total lines, 41.21 avg chars/line
paper_227.txt: 2.92% removed, 9619 total lines, 36.41 avg chars/line
paper_701.txt: 1.34% removed, 8051 total lines, 40.51 avg chars/line
paper_383.txt: 0.90% removed, 7898 total lines, 32.08 avg chars/line
paper_157.txt: 1.42% removed, 14059 total lines, 32.24 avg chars/line
